CM020909.1	CM020909.1:6900000	6800000	6900000	74	0.007345	0.005733	-0.001727
CM020909.1	CM020909.1:7000000	6900000	7000000	9	0.002687	0.004287	0.003405
CM020909.1	CM020909.1:7050000	6950000	7050000	131	-0.001743	-0.006230	0.003646
CM020909.1	CM020909.1:7100000	7000000	7100000	123	-0.001743	-0.006231	0.003646
CM020909.1	CM020909.1:7200000	7100000	7200000	150	-0.001085	0.004533	0.006227
CM020909.1	CM020909.1:7250000	7150000	7250000	150	-0.001085	0.004533	0.006227
CM020909.1	CM020909.1:7400000	7300000	7400000	155	0.003677	0.004359	0.002649
CM020909.1	CM020909.1:7450000	7350000	7450000	155	0.003677	0.004359	0.002649
CM020909.1	CM020909.1:7500000	7400000	7500000	118	-0.000472	0.002459	0.005617
CM020909.1	CM020909.1:7550000	7450000	7550000	118	-0.000472	0.002459	0.005617
CM020909.1	CM020909.1:7600000	7500000	7600000	81	0.005876	0.009855	-0.000478
CM020909.1	CM020909.1:7650000	7550000	7650000	130	0.003229	0.010920	0.002601
CM020909.1	CM020909.1:7700000	7600000	7700000	50	0.001992	0.011710	0.004011
CM020909.1	CM020909.1:7800000	7700000	7800000	85	-0.009893	0.010082	0.015034
CM020909.1	CM020909.1:7850000	7750000	7850000	206	0.003365	0.004540	0.002121
CM020909.1	CM020909.1:7900000	7800000	7900000	122	0.003365	0.004540	0.002121
CM020909.1	CM020909.1:7950000	7850000	7950000	70	0.000365	0.000370	0.004776
CM020909.1	CM020909.1:8000000	7900000	8000000	70	0.000365	0.000370	0.004776
CM020909.1	CM020909.1:8200000	8100000	8200000	139	0.003552	0.023141	0.002078
CM020909.1	CM020909.1:8250000	8150000	8250000	139	0.003552	0.023141	0.002078
CM020909.1	CM020909.1:8500000	8400000	8500000	80	-0.001888	0.003361	0.007076
CM020909.1	CM020909.1:8550000	8450000	8550000	358	0.001879	0.004913	0.003312
CM020909.1	CM020909.1:8600000	8500000	8600000	279	0.003193	0.006066	0.001999
CM020909.1	CM020909.1:8650000	8550000	8650000	432	0.034622	-0.017480	0.018109
CM020909.1	CM020909.1:8700000	8600000	8700000	564	0.054855	0.110397	-0.018457
CM020909.1	CM020909.1:8750000	8650000	8750000	229	0.050656	0.271015	-0.043594
CM020909.1	CM020909.1:8800000	8700000	8800000	157	0.004663	0.000705	0.001397
CM020909.1	CM020909.1:8850000	8750000	8850000	160	0.002518	-0.002723	0.002624
CM020909.1	CM020909.1:8900000	8800000	8900000	100	0.002518	-0.002723	0.002624
CM020909.1	CM020909.1:9000000	8900000	9000000	156	0.259467	0.004645	-0.001923
CM020909.1	CM020909.1:9050000	8950000	9050000	418	0.176994	0.058761	-0.028230
CM020909.1	CM020909.1:9100000	9000000	9100000	263	0.163670	0.066416	-0.034025
CM020909.1	CM020909.1:9200000	9100000	9200000	442	0.002578	-0.002984	0.002565
CM020909.1	CM020909.1:9250000	9150000	9250000	557	0.002578	-0.002984	0.002565
CM020909.1	CM020909.1:9300000	9200000	9300000	116	0.001103	-0.000628	0.004039
CM020909.1	CM020909.1:9350000	9250000	9350000	96	0.003242	-0.002196	0.001899
CM020909.1	CM020909.1:9400000	9300000	9400000	96	0.003242	-0.002196	0.001899
CM020909.1	CM020909.1:9450000	9350000	9450000	119	0.008984	0.004990	-0.002894
CM020909.1	CM020909.1:9500000	9400000	9500000	119	0.008984	0.004990	-0.002894
CM020909.1	CM020909.1:9550000	9450000	9550000	141	0.002399	-0.002561	0.002743
CM020909.1	CM020909.1:9600000	9500000	9600000	156	-0.000492	0.004238	0.005954
CM020909.1	CM020909.1:9650000	9550000	9650000	16	-0.000508	0.004270	0.005971
CM020909.1	CM020909.1:10250000	10150000	10250000	92	0.046331	-0.030138	0.052959
CM020909.1	CM020909.1:10300000	10200000	10300000	92	0.046331	-0.030138	0.052959
CM020909.1	CM020909.1:10450000	10350000	10450000	406	0.011587	0.006518	-0.003203
CM020909.1	CM020909.1:10500000	10400000	10500000	406	0.011587	0.006518	-0.003203
CM020909.1	CM020909.1:10650000	10550000	10650000	40	0.002571	-0.003035	0.002571
CM020909.1	CM020909.1:10700000	10600000	10700000	40	0.002571	-0.003035	0.002571
CM020909.1	CM020909.1:10750000	10650000	10750000	153	0.002992	-0.002425	0.002170
CM020909.1	CM020909.1:10800000	10700000	10800000	153	0.002992	-0.002425	0.002170
CM020909.1	CM020909.1:10850000	10750000	10850000	42	0.002571	-0.003035	0.002571
CM020909.1	CM020909.1:10900000	10800000	10900000	42	0.002571	-0.003035	0.002571
CM020909.1	CM020909.1:10950000	10850000	10950000	348	0.002906	0.001503	0.002746
CM020909.1	CM020909.1:11000000	10900000	11000000	348	0.002906	0.001503	0.002746
CM020909.1	CM020909.1:11150000	11050000	11150000	43	0.002571	-0.003035	0.002571
CM020909.1	CM020909.1:11200000	11100000	11200000	249	0.005362	0.005120	0.001872
CM020909.1	CM020909.1:11250000	11150000	11250000	502	0.008034	0.002443	-0.002884
CM020909.1	CM020909.1:11300000	11200000	11300000	741	0.006570	0.000964	-0.001428
CM020909.1	CM020909.1:11350000	11250000	11350000	687	0.003488	0.004409	0.001889
CM020909.1	CM020909.1:11400000	11300000	11400000	555	0.034276	-0.035828	0.142260
CM020909.1	CM020909.1:11450000	11350000	11450000	509	0.034277	-0.035830	0.142263
CM020909.1	CM020909.1:11500000	11400000	11500000	259	0.001341	0.001456	0.003828
CM020909.1	CM020909.1:11550000	11450000	11550000	284	0.002661	0.002448	0.003859
CM020909.1	CM020909.1:11600000	11500000	11600000	371	-0.001118	0.000683	0.006266
CM020909.1	CM020909.1:11650000	11550000	11650000	151	-0.001931	0.001476	0.007072
CM020909.1	CM020909.1:11900000	11800000	11900000	38	0.029910	-0.007112	0.006647
CM020909.1	CM020909.1:11950000	11850000	11950000	137	0.025372	-0.002575	0.011181
CM020909.1	CM020909.1:12000000	11900000	12000000	400	0.016183	-0.008507	0.063792
CM020909.1	CM020909.1:12050000	11950000	12050000	301	0.016144	-0.008548	0.063836
CM020909.1	CM020909.1:12100000	12000000	12100000	114	0.001188	-0.001103	0.003955
CM020909.1	CM020909.1:12150000	12050000	12150000	200	0.001211	0.022044	0.004230
CM020909.1	CM020909.1:12200000	12100000	12200000	87	0.001480	0.022414	0.003979
CM020909.1	CM020909.1:12250000	12150000	12250000	83	0.002698	-0.002570	0.003136
CM020909.1	CM020909.1:12300000	12200000	12300000	298	0.055078	-0.010353	0.010923
CM020909.1	CM020909.1:12350000	12250000	12350000	420	0.063842	0.150930	-0.013615
CM020909.1	CM020909.1:12400000	12300000	12400000	532	0.090196	0.196015	-0.058716
CM020909.1	CM020909.1:12450000	12350000	12450000	471	0.002248	0.005512	0.003312
CM020909.1	CM020909.1:12500000	12400000	12500000	144	-0.003777	0.003336	0.008918
CM020909.1	CM020909.1:12550000	12450000	12550000	149	0.002522	0.003522	0.003011
CM020909.1	CM020909.1:12600000	12500000	12600000	286	0.003704	0.009399	0.002209
CM020909.1	CM020909.1:12650000	12550000	12650000	457	0.004114	0.009267	0.001765
CM020909.1	CM020909.1:12700000	12600000	12700000	766	0.000448	0.016536	-0.005204
CM020909.1	CM020909.1:12750000	12650000	12750000	623	0.000448	0.016537	-0.005204
CM020909.1	CM020909.1:12800000	12700000	12800000	268	0.001360	0.003463	0.005050
CM020909.1	CM020909.1:12850000	12750000	12850000	390	-0.003203	0.000245	0.122903
CM020909.1	CM020909.1:12900000	12800000	12900000	596	-0.003201	0.000238	0.122914
CM020909.1	CM020909.1:12950000	12850000	12950000	411	0.003148	-0.001244	0.002075
CM020909.1	CM020909.1:13000000	12900000	13000000	316	-0.009385	0.010246	0.014682
CM020909.1	CM020909.1:13050000	12950000	13050000	382	0.120945	0.002424	0.006141
CM020909.1	CM020909.1:13100000	13000000	13100000	232	0.120947	0.002425	0.006141
CM020909.1	CM020909.1:13150000	13050000	13150000	97	-0.000021	0.003290	0.006274
CM020909.1	CM020909.1:13200000	13100000	13200000	45	-0.000021	0.003290	0.006274
CM020909.1	CM020909.1:13250000	13150000	13250000	330	0.000383	0.003327	0.005026
CM020909.1	CM020909.1:13300000	13200000	13300000	515	0.000498	0.003193	0.004903
CM020909.1	CM020909.1:13350000	13250000	13350000	233	0.002768	-0.000167	0.002378
CM020909.1	CM020909.1:13400000	13300000	13400000	315	0.007324	0.001702	-0.001910
CM020909.1	CM020909.1:13450000	13350000	13450000	446	0.076071	-0.011414	0.011273
CM020909.1	CM020909.1:13500000	13400000	13500000	179	0.073158	-0.008473	0.019907
CM020909.1	CM020909.1:13550000	13450000	13550000	278	0.002997	-0.001710	0.002278
CM020909.1	CM020909.1:13600000	13500000	13600000	729	0.034492	0.186914	-0.009316
CM020909.1	CM020909.1:13650000	13550000	13650000	761	0.034125	0.184951	-0.008948
CM020909.1	CM020909.1:13700000	13600000	13700000	468	0.002689	0.092978	0.002718
CM020909.1	CM020909.1:13750000	13650000	13750000	512	0.014451	-0.001929	0.032514
CM020909.1	CM020909.1:13800000	13700000	13800000	354	0.015393	-0.001001	0.031590
CM020909.1	CM020909.1:14000000	13900000	14000000	307	0.004054	0.008205	0.001544
CM020909.1	CM020909.1:14050000	13950000	14050000	307	0.004054	0.008205	0.001544
CM020909.1	CM020909.1:14100000	14000000	14100000	147	0.004474	-0.000048	0.000865
CM020909.1	CM020909.1:14150000	14050000	14150000	147	0.004474	-0.000048	0.000865
CM020909.1	CM020909.1:14200000	14100000	14200000	289	0.002611	0.058199	0.002611
CM020909.1	CM020909.1:14250000	14150000	14250000	289	0.002611	0.058199	0.002611
CM020909.1	CM020909.1:14300000	14200000	14300000	348	0.002588	-0.000501	0.002852
CM020909.1	CM020909.1:14350000	14250000	14350000	606	0.104819	0.294785	-0.085701
CM020909.1	CM020909.1:14400000	14300000	14400000	259	0.104829	0.294801	-0.085709
CM020909.1	CM020909.1:14450000	14350000	14450000	350	0.004619	0.001751	0.003397
CM020909.1	CM020909.1:14500000	14400000	14500000	478	0.005474	0.002517	0.002033
CM020909.1	CM020909.1:14550000	14450000	14550000	183	0.009274	0.006697	-0.003232
CM020909.1	CM020909.1:14600000	14500000	14600000	123	-0.000471	0.000007	0.005612
CM020909.1	CM020909.1:14650000	14550000	14650000	244	0.010282	-0.000814	0.015873
CM020909.1	CM020909.1:14700000	14600000	14700000	459	0.009932	-0.001133	0.016189
CM020909.1	CM020909.1:14750000	14650000	14750000	425	0.001862	0.006046	0.004055
CM020909.1	CM020909.1:14800000	14700000	14800000	142	0.002446	-0.002006	0.002822
CM020909.1	CM020909.1:14850000	14750000	14850000	179	0.018724	-0.003779	0.007255
CM020909.1	CM020909.1:14900000	14800000	14900000	419	0.073395	-0.040011	0.158662
CM020909.1	CM020909.1:14950000	14850000	14950000	350	0.102247	-0.041466	0.160117
CM020909.1	CM020909.1:15000000	14900000	15000000	110	0.003703	-0.001131	0.001440
CM020909.1	CM020909.1:15050000	14950000	15050000	425	0.003614	0.057418	0.003345
CM020909.1	CM020909.1:15100000	15000000	15100000	758	0.025758	-0.011866	0.069631
CM020909.1	CM020909.1:15150000	15050000	15150000	402	0.014225	-0.018904	0.076292
CM020909.1	CM020909.1:15200000	15100000	15200000	336	-0.002601	0.002158	0.007743
CM020909.1	CM020909.1:15250000	15150000	15250000	318	-0.000136	0.004311	0.005590
CM020909.1	CM020909.1:15300000	15200000	15300000	215	-0.002855	0.005015	0.009330
CM020909.1	CM020909.1:15350000	15250000	15350000	165	-0.002855	0.005015	0.009330
CM020909.1	CM020909.1:15400000	15300000	15400000	151	0.002438	-0.002452	0.002703
CM020909.1	CM020909.1:15450000	15350000	15450000	222	0.002438	-0.002452	0.002703
CM020909.1	CM020909.1:15500000	15400000	15500000	72	0.002566	-0.003030	0.002576
CM020909.1	CM020909.1:15550000	15450000	15550000	252	0.002533	-0.008054	0.003048
CM020909.1	CM020909.1:15600000	15500000	15600000	395	0.002533	-0.008054	0.003048
CM020909.1	CM020909.1:15650000	15550000	15650000	144	0.002758	0.003612	0.002384
CM020909.1	CM020909.1:15700000	15600000	15700000	209	0.001328	-0.001585	0.003813
CM020909.1	CM020909.1:15750000	15650000	15750000	375	0.000708	-0.000792	0.004434
CM020909.1	CM020909.1:15800000	15700000	15800000	167	-0.000421	0.002564	0.005563
CM020909.1	CM020909.1:15850000	15750000	15850000	78	0.027802	-0.025785	0.062708
CM020909.1	CM020909.1:15900000	15800000	15900000	260	0.027801	-0.025784	0.062706
CM020909.1	CM020909.1:15950000	15850000	15950000	294	0.002978	0.007090	0.002309
CM020909.1	CM020909.1:16000000	15900000	16000000	112	0.002571	-0.003035	0.002571
CM020909.1	CM020909.1:16050000	15950000	16050000	325	-0.003442	0.003463	0.008634
CM020909.1	CM020909.1:16100000	16000000	16100000	724	-0.002191	0.002261	0.007383
CM020909.1	CM020909.1:16150000	16050000	16150000	986	0.004249	0.000841	0.000940
CM020909.1	CM020909.1:16200000	16100000	16200000	807	0.003253	0.000044	0.001988
CM020909.1	CM020909.1:16250000	16150000	16250000	534	0.003809	0.002240	0.002045
CM020909.1	CM020909.1:16300000	16200000	16300000	423	0.004030	0.002587	0.001968
CM020909.1	CM020909.1:16350000	16250000	16350000	269	0.144833	-0.016676	0.010105
CM020909.1	CM020909.1:16400000	16300000	16400000	285	0.152835	0.025027	0.028436
CM020909.1	CM020909.1:16450000	16350000	16450000	126	0.166348	0.044232	0.028979
CM020909.1	CM020909.1:16500000	16400000	16500000	182	0.003525	0.023064	0.002441
CM020909.1	CM020909.1:16550000	16450000	16550000	645	-0.008987	0.009318	0.014160
CM020909.1	CM020909.1:16600000	16500000	16600000	464	-0.000411	-0.000014	0.005579
CM020909.1	CM020909.1:16650000	16550000	16650000	237	0.047612	0.158294	-0.032214
CM020909.1	CM020909.1:16700000	16600000	16700000	423	0.047612	0.158294	-0.032214
CM020909.1	CM020909.1:16750000	16650000	16750000	355	0.052651	-0.005637	0.016342
CM020909.1	CM020909.1:16800000	16700000	16800000	169	0.051779	-0.004765	0.017214
CM020909.1	CM020909.1:16950000	16850000	16950000	182	-0.001444	0.001489	0.006910
CM020909.1	CM020909.1:17000000	16900000	17000000	533	-0.038222	0.080697	0.067882
CM020909.1	CM020909.1:17050000	16950000	17050000	413	-0.038218	0.080699	0.067880
CM020909.1	CM020909.1:17100000	17000000	17100000	245	0.003695	-0.001374	0.001505
CM020909.1	CM020909.1:17150000	17050000	17150000	184	0.003695	-0.001374	0.001505
CM020909.1	CM020909.1:17250000	17150000	17250000	85	0.002823	0.006459	0.003217
CM020909.1	CM020909.1:17300000	17200000	17300000	238	0.002600	0.006258	0.003389
CM020909.1	CM020909.1:17350000	17250000	17350000	154	-0.000313	0.003059	0.005492
CM020909.1	CM020909.1:17400000	17300000	17400000	40	0.002003	0.000110	0.003147
CM020909.1	CM020909.1:17450000	17350000	17450000	84	0.003814	-0.001701	0.001328
CM020909.1	CM020909.1:17500000	17400000	17500000	229	0.004384	0.007851	0.001637
CM020909.1	CM020909.1:17550000	17450000	17550000	259	0.004347	0.007888	0.001679
CM020909.1	CM020909.1:17600000	17500000	17600000	98	0.013328	0.012268	-0.008187
CM020909.1	CM020909.1:17650000	17550000	17650000	24	0.013328	0.012268	-0.008187
CM020909.1	CM020909.1:17800000	17700000	17800000	642	0.010535	0.031396	0.138606
CM020909.1	CM020909.1:17850000	17750000	17850000	642	0.010535	0.031396	0.138606
CM020909.1	CM020909.1:17950000	17850000	17950000	303	0.002803	-0.003050	0.003379
CM020909.1	CM020909.1:18000000	17900000	18000000	311	0.002803	-0.003050	0.003379
CM020909.1	CM020909.1:18050000	17950000	18050000	99	0.002230	-0.002468	0.002984
CM020909.1	CM020909.1:18100000	18000000	18100000	91	0.002230	-0.002468	0.002984
CM020909.1	CM020909.1:18300000	18200000	18300000	50	-0.009619	0.009161	0.014760
CM020909.1	CM020909.1:18350000	18250000	18350000	143	0.008808	0.003202	-0.003667
CM020909.1	CM020909.1:18400000	18300000	18400000	94	0.008808	0.003202	-0.003667
CM020909.1	CM020909.1:18450000	18350000	18450000	330	-0.001221	0.000795	0.006405
CM020909.1	CM020909.1:18500000	18400000	18500000	341	-0.001221	0.000795	0.006405
CM020909.1	CM020909.1:18550000	18450000	18550000	46	-0.005708	0.005509	0.011183
CM020909.1	CM020909.1:18600000	18500000	18600000	35	-0.005903	0.006521	0.011044
CM020909.1	CM020909.1:18650000	18550000	18650000	123	0.009492	-0.012852	0.020119
CM020909.1	CM020909.1:18700000	18600000	18700000	250	0.009492	-0.012852	0.020119
CM020909.1	CM020909.1:18750000	18650000	18750000	225	0.000385	0.016202	0.005279
CM020909.1	CM020909.1:18800000	18700000	18800000	297	0.000349	0.012106	0.005179
CM020909.1	CM020909.1:18850000	18750000	18850000	355	0.000832	0.006208	0.004572
CM020909.1	CM020909.1:18900000	18800000	18900000	156	-0.001414	0.007124	0.006561
CM020909.1	CM020909.1:19000000	18900000	19000000	219	0.031127	-0.011035	0.007280
CM020909.1	CM020909.1:19050000	18950000	19050000	326	0.031127	-0.011035	0.007280
CM020909.1	CM020909.1:19100000	19000000	19100000	152	0.003568	0.001709	0.001589
CM020909.1	CM020909.1:19150000	19050000	19150000	279	-0.002161	0.001712	0.007302
CM020909.1	CM020909.1:19200000	19100000	19200000	408	0.026133	-0.025723	0.169745
CM020909.1	CM020909.1:19250000	19150000	19250000	295	0.047475	-0.015319	0.159351
CM020909.1	CM020909.1:19300000	19200000	19300000	172	0.002998	-0.002235	0.002144
CM020909.1	CM020909.1:19350000	19250000	19350000	363	0.047080	-0.033595	0.067566
CM020909.1	CM020909.1:19400000	19300000	19400000	532	0.047079	-0.033595	0.067565
CM020909.1	CM020909.1:19450000	19350000	19450000	716	-0.002125	0.001794	0.000225
CM020909.1	CM020909.1:19500000	19400000	19500000	672	-0.002124	0.001793	0.000224
CM020909.1	CM020909.1:19550000	19450000	19550000	176	-0.006935	0.006617	0.012077
CM020909.1	CM020909.1:19600000	19500000	19600000	41	0.002571	-0.003035	0.002571
CM020909.1	CM020909.1:19650000	19550000	19650000	41	0.002571	-0.003035	0.002571
CM020909.1	CM020909.1:19900000	19800000	19900000	30	0.001610	-0.002035	0.003532
CM020909.1	CM020909.1:19950000	19850000	19950000	308	0.001609	-0.002034	0.003532
CM020909.1	CM020909.1:20000000	19900000	20000000	480	0.026779	0.010912	-0.011113
CM020909.1	CM020909.1:20050000	19950000	20050000	441	0.026775	0.010911	-0.011111
CM020909.1	CM020909.1:20100000	20000000	20100000	445	0.002564	0.004868	0.003473
CM020909.1	CM020909.1:20150000	20050000	20150000	206	0.002528	0.001725	0.002615
CM020909.1	CM020909.1:20250000	20150000	20250000	315	0.002108	-0.001747	0.003034
CM020909.1	CM020909.1:20300000	20200000	20300000	755	0.001466	-0.001162	0.004029
CM020909.1	CM020909.1:20350000	20250000	20350000	643	0.001670	-0.001264	0.003817
CM020909.1	CM020909.1:20400000	20300000	20400000	446	0.002937	0.000474	0.002487
CM020909.1	CM020909.1:20450000	20350000	20450000	340	0.002391	0.004378	0.003636
CM020909.1	CM020909.1:20500000	20400000	20500000	513	-0.014969	0.061905	0.016844
CM020909.1	CM020909.1:20550000	20450000	20550000	554	-0.014971	0.061905	0.016846
CM020909.1	CM020909.1:20600000	20500000	20600000	138	0.002357	-0.002767	0.002787
CM020909.1	CM020909.1:20650000	20550000	20650000	223	0.002720	0.007108	0.002862
CM020909.1	CM020909.1:20700000	20600000	20700000	473	0.005254	0.004654	0.003944
CM020909.1	CM020909.1:20750000	20650000	20750000	551	0.006697	0.003294	0.004655
CM020909.1	CM020909.1:20800000	20700000	20800000	385	0.002506	0.005082	0.002649
CM020909.1	CM020909.1:20850000	20750000	20850000	533	0.033745	0.138943	-0.031667
CM020909.1	CM020909.1:20900000	20800000	20900000	665	0.033745	0.138943	-0.031667
CM020909.1	CM020909.1:20950000	20850000	20950000	217	0.001022	-0.000377	0.004121
CM020909.1	CM020909.1:21050000	20950000	21050000	110	-0.003359	0.007210	0.008500
CM020909.1	CM020909.1:21100000	21000000	21100000	842	0.002752	-0.000005	0.003174
CM020909.1	CM020909.1:21150000	21050000	21150000	983	0.002753	-0.000006	0.003174
CM020909.1	CM020909.1:21200000	21100000	21200000	536	0.002758	0.126765	0.003134
CM020909.1	CM020909.1:21250000	21150000	21250000	585	0.002603	0.126837	0.003019
CM020909.1	CM020909.1:21300000	21200000	21300000	584	0.001049	0.005034	0.004511
CM020909.1	CM020909.1:21350000	21250000	21350000	285	0.001260	0.003245	0.004327
CM020909.1	CM020909.1:21500000	21400000	21500000	178	-0.000164	0.019128	0.005307
CM020909.1	CM020909.1:21550000	21450000	21550000	260	0.034919	-0.026679	0.068917
CM020909.1	CM020909.1:21600000	21500000	21600000	233	0.034916	-0.026675	0.068908
CM020909.1	CM020909.1:21650000	21550000	21650000	151	0.003489	0.005007	0.002392
CM020909.1	CM020909.1:21700000	21600000	21700000	95	0.012815	0.007515	-0.007673
CM020909.1	CM020909.1:21750000	21650000	21750000	222	-0.000041	0.018827	0.005182
CM020909.1	CM020909.1:21800000	21700000	21800000	173	-0.000079	0.018832	0.005221
CM020909.1	CM020909.1:21850000	21750000	21850000	141	0.002235	-0.002068	0.002910
CM020909.1	CM020909.1:21900000	21800000	21900000	182	0.002236	-0.002067	0.002910
CM020909.1	CM020909.1:21950000	21850000	21950000	87	-0.003795	0.008057	0.008936
CM020909.1	CM020909.1:22000000	21900000	22000000	236	0.003290	0.001045	0.003952
CM020909.1	CM020909.1:22050000	21950000	22050000	483	0.001689	0.001106	0.004749
CM020909.1	CM020909.1:22100000	22000000	22100000	350	-0.003698	0.004470	0.008876
CM020909.1	CM020909.1:22150000	22050000	22150000	488	0.013125	0.019373	-0.005583
CM020909.1	CM020909.1:22200000	22100000	22200000	386	0.013140	0.019387	-0.005596
CM020909.1	CM020909.1:22250000	22150000	22250000	211	0.002574	0.058167	0.002568
CM020909.1	CM020909.1:22300000	22200000	22300000	617	0.076468	-0.040640	0.154533
CM020909.1	CM020909.1:22350000	22250000	22350000	433	0.065578	-0.046483	0.165423
CM020909.1	CM020909.1:22400000	22300000	22400000	255	0.200031	-0.043559	0.054285
CM020909.1	CM020909.1:22450000	22350000	22450000	563	0.199959	-0.043538	0.054254
CM020909.1	CM020909.1:22500000	22400000	22500000	664	0.002651	0.003355	0.003247
CM020909.1	CM020909.1:22550000	22450000	22550000	405	0.003352	0.004621	0.002509
CM020909.1	CM020909.1:22600000	22500000	22600000	76	0.002629	-0.002973	0.002512
CM020909.1	CM020909.1:22650000	22550000	22650000	575	0.367016	-0.163180	0.716080
CM020909.1	CM020909.1:22700000	22600000	22700000	720	0.361239	-0.183308	0.721857
CM020909.1	CM020909.1:22750000	22650000	22750000	493	0.002575	0.023633	0.002575
CM020909.1	CM020909.1:22800000	22700000	22800000	428	0.003566	0.001355	0.001584
CM020909.1	CM020909.1:22850000	22750000	22850000	81	-0.001039	0.001955	0.006181
CM020909.1	CM020909.1:22900000	22800000	22900000	94	0.004670	-0.000435	0.000472
CM020909.1	CM020909.1:22950000	22850000	22950000	94	0.004670	-0.000435	0.000472
CM020909.1	CM020909.1:23000000	22900000	23000000	327	0.004173	0.003691	0.002554
CM020909.1	CM020909.1:23050000	22950000	23050000	327	0.004173	0.003691	0.002554
CM020909.1	CM020909.1:23150000	23050000	23150000	42	0.001883	-0.001041	0.003259
CM020909.1	CM020909.1:23200000	23100000	23200000	467	-0.081125	0.371137	0.349978
CM020909.1	CM020909.1:23250000	23150000	23250000	758	-0.081125	0.371137	0.349977
CM020909.1	CM020909.1:23300000	23200000	23300000	358	0.003559	0.001844	0.002545
CM020909.1	CM020909.1:23350000	23250000	23350000	226	0.003944	0.002358	0.002307
CM020909.1	CM020909.1:23400000	23300000	23400000	201	0.001744	-0.002207	0.003397
CM020909.1	CM020909.1:23450000	23350000	23450000	356	0.005562	-0.000033	-0.000418
CM020909.1	CM020909.1:23500000	23400000	23500000	356	0.005562	-0.000033	-0.000418
CM020909.1	CM020909.1:23550000	23450000	23550000	349	0.005834	0.015603	-0.000262
CM020909.1	CM020909.1:23600000	23500000	23600000	349	0.005834	0.015603	-0.000262
CM020909.1	CM020909.1:23650000	23550000	23650000	182	-0.011309	0.008121	0.027485
CM020909.1	CM020909.1:23700000	23600000	23700000	333	-0.011309	0.008121	0.027485
